time,open,high,low,close,volume
2017-01-29,11.35,11.58,11.3,11.53,1159970
2017-02-05,11.56,11.61,11.35,11.43,984860
2017-02-12,11.38,11.5,11.3,11.37,3466210
2017-02-19,11.41,11.89,11.35,11.58,5872270
2017-02-26,11.58,11.85,11.51,11.76,4999360
2017-03-05,11.76,11.99,11.55,11.67,4419760
2017-03-12,11.67,11.87,11.64,11.76,3201430
2017-03-19,11.79,11.84,11.62,11.74,3294330
2017-03-26,11.74,12.53,11.74,12.2,8626520
2017-04-02,12.17,12.34,12.02,12.1,4754710
2017-04-09,12.1,12.15,11.85,12.02,4474980
2017-04-16,12.02,12.21,11.74,11.78,4086560
2017-04-23,11.78,11.89,11.6,11.73,3729380
2017-04-30,11.73,11.94,11.64,11.88,2996970
2017-05-07,11.94,12.12,11.88,12.05,1808510
2017-05-14,11.99,12.52,11.97,12.28,4343000
2017-05-21,12.28,12.45,12.08,12.38,3326170
2017-05-28,12.4,12.91,12.4,12.64,7672650
2017-06-04,12.64,13.12,12.64,12.98,5162450
2017-06-11,13.09,13.66,12.95,13.55,5191160
2017-06-18,13.51,13.78,13.39,13.72,4126460
2017-06-25,13.81,14.5,13.79,14.24,5900890
2017-07-02,14.36,14.36,13.64,14.06,6982240
2017-07-09,14.06,14.83,13.9,14.59,6465780
2017-07-16,14.47,14.69,14.11,14.62,5116670
2017-07-23,14.62,14.62,13.87,13.87,4316160
2017-07-30,13.87,14.6,13.81,14.57,4747280
2017-08-06,14.56,15.34,14.44,15.04,7095490
2017-08-13,15.04,15.04,14.41,14.84,5491100
2017-08-20,15.01,15.01,14.38,14.56,3412310
2017-08-27,14.71,14.71,14.41,14.56,2098160
2017-09-03,14.5,14.96,14.48,14.9,3103080
2017-09-10,14.9,14.9,14.62,14.62,1916010
2017-09-17,14.62,15.14,14.5,14.77,5293120
2017-09-24,14.82,15.31,14.71,15.16,6366120
2017-10-01,15.25,15.25,14.84,14.94,3662660
2017-10-08,14.94,15.0,14.61,14.94,3745790
2017-10-15,15.02,15.75,14.9,15.69,7444710
2017-10-22,15.63,15.94,15.33,15.42,5092480
2017-10-29,15.42,15.42,15.02,15.39,4588880
2017-11-05,15.39,15.75,15.14,15.63,6678620
2017-11-12,15.75,16.4,15.6,16.0,9226510
2017-11-19,16.0,17.99,15.91,17.38,21431590
2017-11-26,17.2,18.02,17.13,17.75,15691540
2017-12-03,17.78,18.39,17.53,17.9,13623780
2017-12-10,17.93,18.18,16.89,17.01,12864910
2017-12-17,16.7,17.41,15.57,17.32,10364290
2017-12-24,17.47,17.59,16.83,17.5,9821570
2017-12-31,17.56,17.81,17.32,17.5,8819140
2018-01-07,17.56,18.73,17.53,18.39,13488340
2018-01-14,18.27,19.31,18.18,18.45,14394810
2018-01-21,18.42,18.85,17.66,18.05,11384620
2018-01-28,18.24,19.19,18.21,18.64,9509680
2018-02-04,18.67,20.08,18.24,18.7,13801360
2018-02-11,18.42,18.64,16.09,16.86,14789710
2018-02-18,17.26,18.18,16.7,18.08,2614360
2018-02-25,18.42,18.57,17.84,18.54,4614710
2018-03-04,18.7,18.94,18.11,18.73,9674250
2018-03-11,18.79,19.77,18.79,18.88,13988300
2018-03-18,19.0,19.19,18.21,18.42,10457370
2018-03-25,18.45,19.1,17.78,17.96,9356450
2018-04-01,17.96,18.79,17.96,18.61,5856650
2018-04-08,18.85,19.71,18.67,19.22,12121890
2018-04-15,19.19,20.05,19.0,19.0,12756430
2018-04-22,19.0,19.28,18.48,18.79,6883290
2018-04-29,18.79,18.91,16.83,17.47,6941820
2018-05-06,17.72,18.08,17.07,18.02,4704210
2018-05-13,18.02,18.27,17.78,18.24,5712730
2018-05-20,18.42,19.0,18.02,18.64,5295920
2018-05-27,18.76,19.13,17.68,17.68,5486420
2018-06-03,17.07,17.43,16.22,16.8,8372980
2018-06-10,16.82,17.68,16.76,17.34,5705130
2018-06-17,17.27,17.34,16.53,16.82,3333670
2018-06-24,16.96,16.96,15.44,16.27,4084780
2018-07-01,16.42,16.42,15.01,15.01,2944410
2018-07-08,15.01,15.15,13.92,14.75,4934760
2018-07-15,14.83,14.95,13.92,14.68,3379890
2018-07-22,14.86,15.51,14.66,15.04,4643270
2018-07-29,15.26,15.88,14.97,15.66,5614670
2018-08-05,15.69,15.73,15.04,15.41,6666430
2018-08-12,15.33,15.71,15.1,15.59,3789850
2018-08-19,15.59,16.16,15.59,16.1,6604780
2018-08-26,16.1,16.47,15.97,16.45,4463060
2018-09-02,16.39,16.62,16.26,16.36,4152680
2018-09-09,16.32,16.54,15.67,15.91,3192820
2018-09-16,15.99,16.54,15.75,16.49,4825890
2018-09-23,16.47,17.1,16.17,16.99,5170060
2018-09-30,16.99,17.32,16.95,17.13,4077240
2018-10-07,17.13,17.19,16.75,16.87,2727210
2018-10-14,16.84,16.84,15.43,16.21,5162810
2018-10-21,16.21,16.28,15.8,15.91,3209730
2018-10-28,16.06,16.17,14.8,15.1,3820090
2018-11-04,14.99,15.91,14.99,15.88,2303720
2018-11-11,15.76,15.91,15.25,15.27,2219360
2018-11-18,15.25,15.88,15.23,15.82,2602280
2018-11-25,15.91,16.13,15.8,15.93,2128880
2018-12-02,15.93,16.1,15.71,15.88,1928770
2018-12-09,15.99,16.84,15.99,16.69,4000700
2018-12-16,16.58,16.75,16.25,16.34,3310300
2018-12-23,16.32,16.32,15.49,15.73,3289900
2018-12-30,15.76,15.84,15.17,15.62,2120460
2019-01-06,15.47,15.6,14.99,15.21,1494290
2019-01-13,15.47,15.76,15.39,15.62,1816590
2019-01-20,15.65,15.91,15.54,15.54,1531390
2019-01-27,15.62,15.84,15.6,15.69,1030680
2019-02-03,15.73,16.06,15.36,15.76,2453320
2019-02-10,,,,,0
2019-02-17,15.91,16.65,15.8,16.36,4091580
2019-02-24,16.47,16.8,16.32,16.73,4270290
2019-03-03,16.86,17.1,16.34,16.5,4135500
2019-03-10,16.5,16.73,16.45,16.52,3393820
2019-03-17,16.52,17.28,16.45,17.02,4849320
2019-03-24,17.13,17.19,16.67,16.67,4219500
2019-03-31,16.36,16.87,16.36,16.84,2417790
2019-04-07,16.99,17.84,16.84,17.69,5047410
2019-04-14,17.63,17.95,17.3,17.84,3430440
2019-04-21,17.58,18.32,17.58,17.93,4296440
2019-04-28,17.95,18.41,17.58,18.34,4066230
2019-05-05,18.43,18.58,18.36,18.5,1944590
2019-05-12,18.13,18.39,17.93,18.13,5397810
2019-05-19,18.13,18.8,18.13,18.47,7330190
2019-05-26,18.49,19.17,18.49,18.94,6654580
2019-06-02,18.82,18.88,18.24,18.32,4884030
2019-06-09,18.28,18.8,17.97,18.78,4146490
2019-06-16,18.9,18.98,18.44,18.44,5224430
2019-06-23,18.32,18.94,18.17,18.86,4536540
2019-06-30,18.86,19.34,18.61,18.9,8711160
2019-07-07,19.11,19.73,19.07,19.36,7840990
2019-07-14,19.32,19.71,19.13,19.52,5673710
2019-07-21,19.5,20.07,19.44,20.02,7475690
2019-07-28,20.02,20.52,19.92,20.27,6857220
2019-08-04,20.27,20.36,19.73,20.27,6751510
2019-08-11,20.36,21.35,20.02,21.23,8710270
2019-08-18,21.23,23.33,21.06,22.02,13016170
2019-08-25,22.02,23.07,21.68,23.03,10696390
2019-09-01,22.65,22.99,21.97,22.48,6541690
2019-09-08,22.44,22.95,22.14,22.4,5401920
2019-09-15,22.44,24.3,22.23,24.05,11342890
2019-09-22,24.09,24.9,23.79,24.64,7956010
2019-09-29,24.56,24.9,23.62,24.77,9796260
2019-10-06,25.11,25.19,23.88,24.05,10358380
2019-10-13,24.05,24.22,23.37,23.92,6248980
2019-10-20,24.13,24.64,23.96,24.18,6792920
2019-10-27,24.3,24.77,23.58,24.56,7131880
2019-11-03,24.56,24.9,24.39,24.77,6546250
2019-11-10,24.85,25.61,24.85,25.23,11260260
2019-11-17,25.28,25.95,24.34,24.81,13724510
2019-11-24,24.73,24.9,23.5,23.71,11076220
2019-12-01,23.75,24.3,23.62,23.88,4979150
2019-12-08,23.92,23.92,22.57,23.29,6243790
2019-12-15,23.37,24.34,23.2,24.18,5000130
2019-12-22,24.18,24.18,23.29,23.92,5796900
2019-12-29,24.09,24.6,23.71,24.39,5191810
2020-01-05,24.47,25.02,24.3,24.39,6514690
2020-01-12,24.18,24.6,24.05,24.34,5728890
2020-01-19,24.3,24.64,24.05,24.39,5781090
2020-01-26,24.34,24.56,23.16,23.92,8744570
2020-02-02,23.41,23.62,22.02,22.02,6756610
2020-02-09,21.0,22.69,20.75,22.57,9830240
2020-02-16,22.19,23.16,22.06,23.07,4843150
2020-02-23,23.12,23.88,22.86,23.16,5407430
2020-03-01,22.48,23.92,22.02,23.33,11950220
2020-03-08,23.33,24.13,22.65,22.86,7243130
2020-03-15,21.68,22.23,19.14,20.39,16419600
2020-03-22,20.39,21.04,19.69,20.2,8604360
2020-03-29,19.52,19.86,18.16,18.25,12142040
2020-04-05,17.15,18.9,16.98,18.88,7345770
2020-04-12,19.48,20.2,19.26,19.65,10783860
2020-04-19,19.65,21.72,19.52,21.68,11672720
2020-04-26,21.97,22.1,20.62,21.59,11197480
2020-05-03,21.8,21.8,21.25,21.51,3743290
2020-05-10,21.25,23.33,21.08,22.74,10659710
2020-05-17,22.86,24.58,22.57,23.81,16829720
2020-05-24,23.56,24.65,23.51,24.03,9864140
2020-05-31,24.03,24.5,23.56,23.78,8287810
2020-06-07,23.81,24.28,23.76,24.16,7144200
2020-06-14,24.3,24.8,22.32,23.31,14335840
2020-06-21,23.81,23.81,22.77,23.31,4665310
2020-06-28,23.31,24.01,23.11,23.24,4421600
2020-07-05,23.11,23.11,22.52,22.94,4811010
2020-07-12,23.06,24.01,22.96,23.71,8764880
2020-07-19,23.81,24.28,23.68,23.86,8102200
2020-07-26,23.86,23.91,22.52,22.77,7896970
2020-08-02,22.32,22.77,21.63,22.07,8500550
2020-08-09,22.12,23.71,22.07,23.36,6209380
2020-08-16,23.49,23.91,23.26,23.71,6946160
2020-08-23,23.76,24.06,23.56,24.01,5635850
2020-08-30,24.29,25.89,24.24,25.28,15908240
2020-09-06,25.28,25.58,25.0,25.33,7518070
2020-09-13,25.3,25.33,24.57,24.9,7268770
2020-09-20,24.95,26.04,24.87,25.94,9821990
2020-09-27,25.99,26.19,25.33,25.73,7892430
2020-10-04,25.79,26.04,24.82,25.48,8566550
2020-10-11,25.53,26.09,25.28,25.73,8748550
2020-10-18,25.79,27.31,25.53,26.95,12877550
2020-10-25,27.15,27.61,26.6,27.31,12517690
2020-11-01,27.31,27.61,25.43,26.09,14827210
2020-11-08,26.09,27.05,25.94,26.55,7091810
2020-11-15,26.75,27.36,26.7,27.25,7971930
2020-11-22,27.36,28.37,26.85,27.96,14804170
2020-11-29,27.96,28.62,27.66,28.47,11285760
2020-12-06,28.72,28.72,27.76,28.22,11306170
2020-12-13,28.32,29.28,28.12,28.88,10616870
2020-12-20,28.88,29.38,28.37,28.82,11233510
2020-12-27,29.03,29.69,28.57,29.18,10286520
2021-01-03,29.33,29.99,29.13,29.94,7610590
2021-01-10,30.19,32.27,30.04,32.07,11150100
2021-01-17,32.37,34.14,32.07,33.74,10337900
2021-01-24,33.94,34.19,30.5,33.89,12781800
2021-01-31,33.84,34.55,29.69,31.76,16240500
2021-02-07,32.62,37.18,31.56,36.93,15939100
2021-02-14,36.88,37.79,35.26,37.79,8259900
2021-02-21,38.6,40.02,38.45,38.8,9104900
2021-02-28,38.8,39.26,37.74,38.6,11777500
2021-03-07,38.96,39.97,37.74,38.45,10908200
2021-03-14,38.5,39.26,37.74,38.75,9982000
2021-03-21,38.8,41.29,38.55,40.43,12530400
2021-03-28,40.27,40.53,37.74,38.55,11744600
2021-04-04,38.75,40.78,38.55,40.43,9334700
2021-04-11,40.73,42.05,39.97,41.59,10076800
2021-04-18,41.74,41.74,39.92,40.37,10882000
2021-04-25,40.53,43.01,40.27,42.05,12561200
2021-05-02,41.79,41.95,40.58,40.98,7300600
2021-05-09,40.53,42.81,40.53,42.05,9358300
2021-05-16,42.1,43.87,42.05,42.96,12844500
2021-05-23,43.47,48.94,43.16,47.52,13500900
2021-05-30,47.52,48.38,46.66,48.02,10438700
2021-06-06,48.38,52.09,47.97,49.85,16798000
2021-06-13,49.79,49.85,46.5,49.15,15347800
2021-06-20,49.09,49.79,48.32,49.32,10706400
2021-06-27,49.2,50.97,48.97,50.15,10399700
2021-07-04,50.62,54.44,50.26,54.09,13981300
2021-07-11,55.91,55.91,50.03,52.8,15807300
2021-07-18,52.27,52.8,49.2,51.09,16405600
2021-07-25,50.15,54.68,49.38,53.27,20413000
2021-08-01,53.15,55.86,53.09,55.33,22365600
2021-08-08,55.33,57.21,55.33,56.86,16601000
2021-08-15,57.09,57.92,54.74,55.91,22516500
2021-08-22,56.51,56.63,54.19,55.2,13730400
2021-08-29,55.02,55.26,53.47,54.72,11517000
2021-09-05,55.32,55.44,54.72,54.96,4800600
2021-09-12,54.96,56.69,54.9,55.62,9702800
2021-09-19,55.68,57.7,55.26,56.92,11063700
2021-09-26,57.1,57.22,55.02,55.14,10093600
2021-10-03,55.26,55.85,54.43,55.26,6169300
2021-10-10,55.32,59.18,54.96,58.83,15044500
2021-10-17,58.89,60.37,58.47,58.83,10180000
2021-10-24,58.89,59.48,57.16,57.22,10354000
2021-10-31,57.22,58.53,56.09,57.64,11148300
2021-11-07,57.94,58.17,56.63,58.05,11576200
2021-11-14,58.05,58.59,56.98,58.29,9488700
2021-11-21,58.59,59.18,56.57,56.69,11087600
2021-11-28,56.81,60.55,56.45,58.83,12750100
2021-12-05,58.0,58.83,56.81,56.81,8773600
2021-12-12,56.81,57.7,56.03,56.98,7062700
2021-12-19,57.4,58.0,56.75,57.34,5250200
2021-12-26,57.4,57.4,55.2,55.79,6919600
2022-01-02,56.03,56.51,55.32,55.32,4691400
2022-01-09,55.56,56.03,55.38,55.56,5338000
2022-01-16,55.44,55.62,52.64,54.31,8630900
2022-01-23,53.83,54.31,52.34,52.46,5699000
2022-01-30,52.46,53.24,49.96,53.24,6402300
2022-02-06,,,,,0
2022-02-13,53.53,54.96,52.94,54.49,4122700
2022-02-20,54.13,55.2,53.77,54.84,3516200
2022-02-27,54.84,55.91,53.53,54.9,5927500
2022-03-06,54.9,55.91,54.9,55.62,5996800
2022-03-13,55.38,57.4,54.84,55.44,8047200
2022-03-20,55.32,57.46,53.41,56.57,8950300
2022-03-27,56.63,58.0,56.51,56.92,8667500
2022-04-03,56.81,66.03,56.63,66.03,22346200
2022-04-10,67.51,69.53,64.48,64.54,16715600
2022-04-17,64.84,70.72,63.41,68.4,13135700
2022-04-24,68.4,70.55,63.05,66.08,21159500
2022-05-01,65.49,65.97,57.7,62.46,19088900
2022-05-08,62.4,62.99,59.6,59.6,6224200
2022-05-15,58.47,60.61,54.72,55.68,15678700
2022-05-22,58.0,59.54,55.02,58.0,8360100
2022-05-29,58.41,66.62,57.1,66.5,11597200
2022-06-05,66.08,68.29,63.94,67.81,10739100
2022-06-12,67.81,69.95,64.6,65.43,13805400
2022-06-19,63.39,67.56,61.59,66.27,12303100
2022-06-26,67.35,68.07,60.29,61.59,10840400
2022-07-03,62.23,64.97,61.08,63.39,7937000
2022-07-10,63.75,63.75,59.86,60.22,6830200
2022-07-17,60.94,60.94,59.21,59.21,5015200
2022-07-24,59.64,62.31,59.21,61.3,8410600
2022-07-31,62.67,62.67,59.86,60.14,7752400
2022-08-07,60.5,62.81,59.86,61.8,10764200
2022-08-14,61.87,63.03,61.44,62.31,8124900
2022-08-21,62.38,64.61,62.09,62.59,10484500
2022-08-28,62.38,63.98,61.87,63.54,6808200
2022-09-04,63.39,63.39,61.72,63.1,4554900
2022-09-11,63.03,63.18,61.06,61.43,6709900
2022-09-18,62.01,62.16,60.12,60.12,5278021
2022-09-25,60.12,61.06,59.68,60.04,5168631
2022-10-02,59.39,59.75,56.04,58.66,8279216
2022-10-09,58.0,58.51,53.92,53.92,7603393
2022-10-16,53.56,55.02,51.74,53.92,6370645
2022-10-23,53.56,57.2,52.9,53.85,5919467
2022-10-30,53.85,55.6,51.74,54.65,5441536
2022-11-06,54.65,55.96,52.1,53.12,4904647
2022-11-13,52.9,54.14,50.35,53.05,5824346
2022-11-20,52.46,52.76,44.67,52.1,10634583
2022-11-27,50.64,52.46,50.35,52.46,4546761
2022-12-04,52.76,56.62,52.68,56.4,7897463
2022-12-11,56.84,57.57,54.5,56.84,6053747
2022-12-18,56.55,56.98,54.8,56.76,5361482
2022-12-25,57.06,57.06,54.94,56.84,4243801
2023-01-01,56.62,56.91,55.38,56.04,3517277
2023-01-08,56.04,59.39,55.96,58.51,4071220
2023-01-15,58.66,59.46,58.22,58.29,3526774
2023-01-22,58.37,61.35,58.08,61.14,3843788
2023-01-29,61.28,62.3,61.21,61.21,1145253
2023-02-05,61.35,61.5,58.37,58.37,6533697
2023-02-12,58.29,59.68,58.08,58.8,3840255
2023-02-19,58.8,59.75,58.29,59.46,2776668
2023-02-26,59.46,60.99,58.59,58.88,4589845
2023-03-05,58.29,58.8,57.2,57.2,4093238
2023-03-12,56.91,58.8,56.91,57.93,3407362
2023-03-19,56.91,58.66,56.91,57.57,3290597
2023-03-26,57.64,57.78,56.18,57.27,2645121
2023-04-02,57.49,57.93,56.47,57.64,3257736
2023-04-09,57.86,59.39,57.64,58.66,3156612
2023-04-16,59.02,59.02,57.78,58.0,2823345
2023-04-23,58.0,58.29,57.57,57.78,1864276
2023-04-30,57.93,58.73,56.47,56.47,3277865
2023-05-07,56.69,57.35,56.55,57.13,818765
2023-05-14,57.2,58.73,57.13,58.66,3166898
2023-05-21,59.31,60.7,58.88,60.33,5309801
2023-05-28,60.33,60.77,59.02,60.55,3895609
2023-06-04,60.84,61.86,60.41,61.06,4661331
2023-06-11,61.14,62.23,60.84,61.65,4580068
2023-06-18,61.57,62.81,60.77,61.57,4683885
2023-06-25,61.72,63.03,61.57,62.01,4162741
2023-07-02,62.01,63.98,61.65,62.67,4671934
2023-07-09,63.03,64.85,62.67,63.83,6583865
2023-07-16,63.83,66.37,63.49,66.37,7239178
2023-07-23,66.97,68.92,66.2,68.66,6160823
2023-07-30,68.66,71.55,68.32,71.55,5831308
2023-08-06,71.8,73.16,70.27,70.61,6295918
2023-08-13,70.87,71.8,69.09,69.51,4871603
2023-08-20,69.6,74.51,69.09,72.48,13268318
2023-08-27,72.82,78.05,70.36,77.7,14294143
2023-09-03,78.9,84.22,78.05,82.93,8312284
2023-09-10,83.28,86.45,82.59,83.71,9331164
2023-09-17,84.65,85.34,81.73,83.62,15206177
2023-09-24,83.11,85.51,79.42,82.93,18359897
2023-10-01,83.19,83.71,77.53,79.59,12184889
2023-10-08,80.1,80.45,78.05,79.5,7264334
2023-10-15,79.25,84.05,79.07,82.42,13529702
2023-10-22,83.02,84.82,77.27,79.67,19453088
2023-10-29,80.45,80.45,73.76,74.61,13389989
2023-11-05,74.61,76.5,70.84,74.61,14200833
2023-11-12,75.64,80.02,75.3,78.47,10027377
2023-11-19,78.56,80.45,77.62,78.05,11436612
2023-11-26,77.27,80.36,76.42,78.22,10816567
2023-12-03,78.39,80.36,77.1,79.25,6735745
2023-12-10,79.42,82.16,79.42,80.79,13799451
2023-12-17,81.9,83.53,81.13,82.51,11003084
2023-12-24,82.25,82.51,80.28,81.13,7909418
2023-12-31,81.39,84.56,81.3,82.42,9812330
2024-01-07,83.11,84.39,81.82,83.53,7276064
2024-01-14,83.53,84.31,80.7,81.22,9946633
2024-01-21,81.48,83.11,81.22,82.59,6178193
2024-01-28,83.02,83.02,81.3,82.25,6093304
2024-02-04,82.25,87.65,81.73,87.48,14085730
2024-02-11,87.48,90.05,87.39,89.97,6722508
2024-02-18,90.22,90.48,89.02,90.14,4324636
2024-02-25,90.48,91.77,88.59,89.11,12857916
2024-03-03,89.11,95.54,88.77,95.03,17604147
2024-03-10,95.2,97.69,92.8,94.34,17361487
2024-03-17,94.34,101.63,94.34,99.49,18747188
2024-03-24,99.31,99.74,95.28,98.54,18889661
2024-03-31,97.86,100.69,97.43,99.92,9975798
2024-04-07,99.49,100.86,96.57,97.51,11958955
2024-04-14,97.51,99.4,96.48,99.06,8115696
2024-04-21,99.06,99.14,93.48,93.48,14684027
2024-04-28,94.34,109.78,93.4,105.66,25745919
2024-05-05,106.18,110.64,105.92,107.98,6677102
2024-05-12,108.49,113.89,106.78,112.35,14872349
2024-05-19,112.61,117.75,110.46,115.35,13269355
2024-05-26,115.95,119.81,112.01,113.12,27050403
2024-06-02,114.07,118.53,112.01,115.44,25562746
2024-06-09,115.78,124.27,115.52,121.79,30123260
2024-06-16,123.07,132.88,122.64,130.1,35965466
2024-06-23,130.1,135.16,125.73,135.16,39416404
2024-06-30,134.07,134.57,127.71,129.6,47135212
2024-07-07,129.5,138.74,126.62,137.74,36700952
2024-07-14,137.54,138.64,131.29,132.88,32295051
2024-07-21,132.58,133.87,125.13,125.13,31472621
2024-07-28,125.13,127.12,122.35,127.12,22255509
2024-08-04,129.1,129.7,120.17,122.35,27005206
2024-08-11,120.26,126.02,116.59,126.02,28206230
2024-08-18,126.02,130.59,125.33,129.7,20560484
2024-08-25,130.2,133.57,129.1,132.18,18496716
2024-09-01,132.38,133.97,129.5,133.87,13093556
2024-09-08,132.08,132.08,128.81,131.19,16448868
2024-09-15,129.9,132.48,128.71,132.08,17607792
2024-09-22,130.89,136.05,130.2,134.37,18860647
2024-09-29,134.96,134.96,132.48,133.27,15133106
2024-10-06,133.27,135.26,132.08,133.17,13275061
2024-10-13,133.27,141.81,132.68,138.64,19882679
2024-10-20,140.13,140.33,134.57,136.05,16008272
2024-10-27,136.05,136.75,131.69,133.08,15855625
2024-11-03,133.17,135.06,132.68,133.67,9607548
2024-11-10,133.67,136.65,131.39,134.86,12347609
2024-11-17,135.56,138.93,131.69,132.98,23001831
2024-11-24,133.08,133.67,125.83,132.98,26141836
2024-12-01,133.08,144.4,132.28,143.3,32231713
2024-12-08,144.3,151.9,141.6,149.5,26781412
2024-12-15,149.2,151.9,146.1,149.5,20521306
2024-12-22,149.6,150.6,147.2,149.5,20506100
2024-12-29,149.5,151.4,148.7,149.6,12123800
2025-01-05,149.4,153.9,148.5,149.0,13094500
2025-01-12,149.1,151.3,147.2,147.3,15039400
2025-01-19,146.1,150.1,144.7,149.0,16331900
2025-01-26,149.0,156.0,148.2,153.4,18197100
2025-02-02,,,,,0
2025-02-09,148.0,149.2,145.3,146.1,30712000
2025-02-16,145.5,145.7,140.1,144.9,21100900
2025-02-23,145.0,145.0,141.5,142.0,15858500
2025-03-02,142.0,142.2,138.2,140.3,25747800
2025-03-09,140.5,143.5,139.1,141.4,18227900
2025-03-16,141.5,141.5,130.8,131.4,36996600
2025-03-23,131.6,132.2,123.5,128.0,44972100
2025-03-30,128.5,129.9,121.1,124.0,29863200
2025-04-06,123.4,123.4,105.6,113.0,50210200
2025-04-13,106.0,118.5,97.8,118.5,53399100
2025-04-20,120.0,120.0,104.9,111.6,51077600
2025-04-27,112.0,113.7,104.0,112.4,32294600
2025-05-04,112.0,112.4,109.1,109.4,6799200
2025-05-11,109.5,116.4,106.9,116.0,37922400
2025-05-18,117.0,126.9,116.7,121.0,45179900
2025-05-25,118.8,120.5,115.6,117.1,34643600
2025-06-01,116.7,119.4,115.0,116.5,20426200
2025-06-08,116.5,118.2,115.0,115.0,16874100
2025-06-15,115.5,116.9,115.0,116.2,3054700
